"","caseid","tea_supp","defsppr_self","spsrvpr_ssself","guarpr_self","immig_checks","wiretap","gun_control","aidblack_self","libcpre_self","white","dem_edu","tea_supp.1","fox","gender_respondent_x","dem_age_r_x","inc_incgroup_pre","Obama","Auth","bornagain","church","republican","trad_adjust","trad_lifestyle","trad_tolerant","trad_famval"
"4959",5909,0,3,NA,5,2,3,2,5,4,"White",9,0,"Does not watch Fox","1. male",44,1,25,1,NA,"2. no",4,5,5,5,1
"4960",5910,0,4,2,2,2,2,3,4,3,"White",13,0,"Does not watch Fox","2. female",43,25,95,0.75,"2. no","1. yes",1,4,4,3,4
"4961",5911,0,5,5,3,1,2,3,2,2,"White",10,0,"Does not watch Fox","2. female",44,23,70,0.75,"2. no","2. no",3,4,2,2,1
"4962",5912,0,5,3,5,2,2,3,5,4,"White",14,0,"Does not watch Fox","2. female",55,27,70,0.5,"1. yes","1. yes",4,3,3,1,4
"4963",5913,0,4,7,4,2,2,2,3,4,"Non-white",12,0,"Does not watch Fox","2. female",34,1,70,0.75,"1. yes","1. yes",3,3,3,3,3
"4964",5914,0,NA,5,NA,2,3,2,4,4,"Non-white",7,0,"Does not watch Fox","1. male",47,1,100,1,"1. yes","2. no",6,3,2,2,1
"4965",5915,0,4,4,7,3,1,2,4,6,"White",9,0,"Does not watch Fox","2. female",20,14,50,0.75,"1. yes","1. yes",7,5,5,3,5
"4966",5916,0,NA,3,7,1,1,3,NA,3,"Non-white",3,0,NA,"2. female",42,12,85,0.5,"2. no","2. no",4,4,4,4,4
"4967",5917,0,4,5,2,3,1,2,2,4,"White",NA,0,"Does not watch Fox","2. female",33,19,70,0.75,"2. no","1. yes",6,4,5,2,3
"4968",5918,0,4,5,5,1,2,3,4,2,"Non-white",10,0,"Does not watch Fox","2. female",41,9,100,0.75,"2. no","1. yes",1,2,2,2,2
"4969",5919,0,NA,NA,6,3,NA,3,3,4,"White",9,0,"Does not watch Fox","2. female",30,9,75,NA,NA,"2. no",3,NA,NA,NA,NA
"4970",5920,1,4,1,1,3,1,2,1,6,"White",12,1,NA,"1. male",31,15,0,0.75,"1. yes","1. yes",5,5,4,4,4
"4971",5921,0,4,6,7,3,3,3,4,3,"Non-white",10,0,"Does not watch Fox","2. female",62,5,100,1,"1. yes","2. no",1,5,4,4,3
"4972",5922,0,1,5,7,1,1,2,1,1,"Non-white",9,0,"Does not watch Fox","1. male",29,11,90,0,NA,"2. no",1,2,4,1,4
"4973",5923,0,4,5,4,2,2,3,4,3,"Non-white",13,0,"Does not watch Fox","1. male",60,22,90,0.5,"2. no","2. no",3,2,4,2,3
"4974",5924,1,6,3,6,3,1,2,4,3,"White",16,1,"Does not watch Fox","1. male",60,5,0,1,"1. yes","2. no",6,5,5,4,5
"4975",5925,0,4,7,2,1,1,2,NA,1,"Non-white",6,0,NA,"2. female",22,12,85,0.75,NA,"2. no",2,2,2,1,3
"4976",5926,0,3,4,5,1,NA,3,5,2,"White",14,0,"Does not watch Fox","2. female",29,22,100,NA,NA,"2. no",2,NA,NA,NA,NA
"4977",5927,0,5,4,4,3,1,2,6,4,"White",10,0,"Does not watch Fox","2. female",71,16,70,0.75,"2. no","1. yes",3,5,5,2,5
"4978",5928,0,2,3,4,3,2,3,4,4,"White",10,0,"Does not watch Fox","1. male",61,6,85,1,"1. yes","1. yes",2,5,5,4,5
"4979",5929,0,4,3,2,3,2,2,4,4,"White",9,0,"Does not watch Fox","2. female",71,12,70,0.5,"1. yes","1. yes",6,2,5,5,5
"4980",5930,0,2,5,5,2,2,3,4,3,"White",13,0,"Does not watch Fox","2. female",34,1,85,0,NA,"2. no",3,2,2,1,2
"4981",5931,NA,6,1,1,NA,3,2,NA,6,"White",10,NA,"Watches Fox","1. male",37,NA,10,0.75,NA,NA,NA,3,5,4,5
"4982",5932,0,7,4,7,3,2,3,3,4,"White",9,0,"Watches Fox","2. female",73,11,0,1,"1. yes","1. yes",5,5,5,3,4
"4983",5933,0,NA,3,NA,2,1,1,NA,2,"White",13,0,NA,"2. female",30,1,80,0.5,NA,"2. no",1,3,3,3,3
"4984",5934,0,4,2,6,3,1,3,1,4,"White",9,0,"Does not watch Fox","1. male",39,15,0,0.75,"2. no","1. yes",5,3,5,3,4
"4985",5935,0,3,2,NA,3,1,3,1,6,"White",13,0,"Does not watch Fox","2. female",56,26,15,1,"1. yes","1. yes",7,5,5,5,5
"4986",5936,0,3,5,5,1,2,3,5,2,"White",13,0,"Does not watch Fox","2. female",46,25,85,0,NA,"2. no",1,2,1,2,1
"4987",5937,0,3,4,5,1,3,3,4,4,"White",9,0,"Does not watch Fox","2. female",58,1,70,0,"2. no","1. yes",3,5,4,2,5
"4988",5938,0,4,5,3,3,2,3,7,4,"Non-white",14,0,NA,"2. female",27,12,90,1,"1. yes","1. yes",2,1,5,5,5
"4989",5939,1,5,2,2,3,2,2,2,5,"Non-white",13,1,"Watches Fox","2. female",68,15,15,0.5,NA,"2. no",5,4,5,2,4
"4990",5940,0,1,7,7,1,1,3,7,3,"Non-white",13,0,"Watches Fox","2. female",44,11,85,0.5,"2. no","1. yes",6,2,5,1,5
"4991",5941,0,NA,NA,1,3,1,2,NA,4,"Non-white",10,0,"Watches Fox","2. female",36,1,100,1,"1. yes","1. yes",1,1,3,1,5
"4992",5942,1,5,4,3,1,3,3,5,4,"White",9,1,"Does not watch Fox","2. female",58,3,85,0.75,"2. no","1. yes",2,4,4,2,4
"4993",5943,0,4,5,6,2,2,3,NA,4,"White",8,0,NA,"1. male",63,1,60,1,"1. yes","1. yes",4,5,5,4,5
"4994",5944,1,4,1,4,3,NA,2,1,7,"White",12,1,"Watches Fox","2. female",50,5,0,NA,"1. yes","1. yes",7,NA,NA,NA,NA
"4995",5945,1,6,1,2,3,1,2,2,6,"White",9,1,"Watches Fox","2. female",68,15,30,1,"1. yes","1. yes",7,5,5,4,5
"4996",5946,0,4,1,1,3,NA,2,1,4,"White",9,0,"Does not watch Fox","2. female",54,8,15,NA,NA,"2. no",7,NA,NA,NA,NA
"4997",5947,0,2,3,3,3,2,3,1,4,"White",9,0,"Does not watch Fox","1. male",56,5,50,1,"2. no","2. no",4,2,4,2,3
"4998",5948,0,5,4,2,1,1,2,4,4,"Non-white",13,0,"Does not watch Fox","1. male",65,28,50,0.75,"2. no","1. yes",4,4,4,4,5
"4999",5949,1,7,2,1,3,2,2,6,6,"White",11,1,"Watches Fox","1. male",54,1,0,0.75,"2. no","1. yes",7,5,5,5,5
"5000",5950,1,3,2,2,3,2,2,1,6,"White",10,1,"Does not watch Fox","2. female",55,20,0,1,"1. yes","1. yes",7,5,5,5,5
"5001",5951,0,4,2,6,2,2,3,NA,2,"Non-white",7,0,"Does not watch Fox","2. female",34,9,50,0.75,"1. yes","1. yes",4,2,3,3,4
"5002",5952,0,3,5,5,3,2,3,4,4,"White",10,0,"Does not watch Fox","2. female",65,11,40,1,"2. no","1. yes",2,4,4,4,4
"5003",5953,0,3,7,5,3,2,1,1,4,"Non-white",12,0,"Does not watch Fox","2. female",20,28,100,0,NA,"2. no",3,1,1,1,1
"5004",5954,0,5,4,4,1,1,3,6,4,"Non-white",10,0,"Does not watch Fox","1. male",68,4,90,0.5,"1. yes","2. no",4,2,1,1,3
"5005",5955,0,4,6,4,3,1,3,4,2,"White",10,0,"Does not watch Fox","2. female",43,6,85,1,"2. no","2. no",1,3,4,2,4
"5006",5956,0,5,3,2,2,1,2,3,5,"White",11,0,"Does not watch Fox","1. male",44,15,20,0.5,"1. yes","1. yes",5,4,5,3,5
"5007",5957,0,1,6,NA,2,NA,2,7,4,"Non-white",13,0,"Does not watch Fox","2. female",37,12,100,NA,"2. no","1. yes",1,NA,NA,NA,NA
"5008",5958,0,4,3,1,3,2,2,2,6,"White",13,0,NA,"2. female",26,13,30,0.5,"1. yes","2. no",7,4,5,4,5
"5009",5959,0,4,7,7,2,1,2,7,4,"Non-white",9,0,"Does not watch Fox","1. male",46,1,100,0.75,NA,"2. no",4,3,3,2,2
"5010",5960,0,2,3,2,1,1,2,1,7,"White",12,0,"Does not watch Fox","2. female",20,9,0,0.75,NA,"2. no",7,1,2,3,4
"5011",5961,0,5,4,2,1,NA,3,5,5,"Non-white",13,0,"Does not watch Fox","2. female",54,NA,80,0.5,"1. yes","1. yes",2,4,1,2,3
"5012",5962,0,7,3,7,3,1,3,7,4,"Non-white",9,0,"Watches Fox","1. male",66,9,100,0.75,"1. yes","1. yes",1,1,5,2,3
"5013",5963,0,2,3,4,3,1,2,2,5,"White",14,0,"Does not watch Fox","1. male",57,20,70,0,NA,"2. no",4,2,2,2,4
"5014",5964,0,4,4,3,3,2,3,4,3,"White",10,0,"Does not watch Fox","1. male",66,18,100,1,"2. no","1. yes",1,4,4,1,2
"5015",5965,0,5,4,1,2,1,1,1,5,"Non-white",12,0,"Watches Fox","2. female",38,17,40,0.5,"1. yes","1. yes",4,5,4,4,2
"5016",5966,0,4,NA,4,2,2,3,NA,4,"Non-white",9,0,"Watches Fox","2. female",50,1,100,1,"1. yes","1. yes",1,3,3,3,3
"5017",5967,0,4,4,3,3,2,3,2,6,"White",10,0,"Does not watch Fox","2. female",42,20,30,0.25,"2. no","1. yes",7,5,5,2,4
"5018",5968,0,NA,NA,NA,1,3,3,NA,4,"Non-white",10,0,NA,"2. female",24,12,100,0.75,NA,"1. yes",3,3,3,3,3
"5019",5969,0,NA,4,3,2,2,3,1,4,"Non-white",9,0,"Does not watch Fox","2. female",56,7,100,0.75,"1. yes","1. yes",3,3,3,2,3
"5020",5970,0,5,5,4,1,2,2,4,4,"White",13,0,"Does not watch Fox","2. female",74,4,70,0.25,NA,"2. no",2,5,2,2,3
"5021",5971,0,4,5,6,1,2,2,3,3,"White",8,0,"Watches Fox","2. female",49,17,70,0.5,"2. no","2. no",2,1,5,2,4
"5022",5972,0,4,4,3,1,3,3,4,2,"White",13,0,"Does not watch Fox","2. female",52,24,100,0,NA,"1. yes",1,2,2,2,1
"5023",5973,0,4,2,5,3,2,2,3,5,"White",13,0,"Does not watch Fox","1. male",53,20,75,0.5,"2. no","2. no",6,4,4,2,3
"5024",5974,0,5,5,5,3,1,3,3,4,"White",11,0,"Does not watch Fox","2. female",32,20,15,0.75,"1. yes","1. yes",5,4,5,5,4
"5025",5975,0,5,5,3,2,2,3,3,5,"Non-white",13,0,"Does not watch Fox","2. female",28,21,75,0.5,NA,"1. yes",2,2,4,2,4
"5026",5976,0,1,5,4,1,1,3,4,2,"White",12,0,"Does not watch Fox","2. female",63,22,100,0,NA,"2. no",1,2,1,1,2
"5027",5977,0,3,5,3,1,1,2,3,3,"Non-white",14,0,"Does not watch Fox","2. female",59,13,60,0,NA,"2. no",3,4,4,2,2
"5028",5978,0,4,2,6,3,NA,3,4,4,"White",10,0,"Does not watch Fox","2. female",27,16,30,NA,NA,"2. no",6,NA,NA,NA,NA
"5029",5979,0,4,4,5,3,2,3,4,6,"Non-white",14,0,NA,"1. male",38,7,50,0.75,"1. yes","1. yes",6,5,4,4,4
"5030",5980,1,NA,1,4,2,1,1,1,5,"White",13,1,"Does not watch Fox","2. female",42,18,51,0.25,"2. no","1. yes",4,5,4,3,3
"5031",5981,0,4,3,4,3,2,3,2,5,"White",13,0,"Does not watch Fox","1. male",76,21,40,0.25,"2. no","1. yes",7,4,4,3,5
"5032",5982,0,6,5,7,2,2,3,NA,2,"Non-white",10,0,"Does not watch Fox","2. female",63,18,100,0.75,"1. yes","1. yes",1,5,5,4,3
"5033",5983,0,4,NA,5,1,NA,1,5,4,"Non-white",1,0,NA,"1. male",28,1,15,NA,NA,"1. yes",6,NA,NA,NA,NA
"5034",5984,0,2,2,4,3,1,3,1,4,"White",9,0,"Does not watch Fox","2. female",43,21,15,1,"2. no","1. yes",6,4,3,2,4
"5035",5985,0,4,2,1,2,2,2,1,5,"Non-white",10,0,NA,"1. male",32,20,15,1,NA,"2. no",7,4,4,3,4
"5036",5986,0,6,5,6,1,2,3,3,7,"Non-white",10,0,"Does not watch Fox","2. female",47,11,85,0.5,"1. yes","1. yes",4,1,1,2,1
"5037",5987,1,4,2,4,2,2,2,1,6,"White",13,1,"Does not watch Fox","1. male",49,14,10,1,"2. no","1. yes",7,3,3,3,3
"5038",5988,0,1,5,4,1,1,3,4,2,"White",14,0,"Does not watch Fox","1. male",35,27,68,0.25,NA,"2. no",3,2,1,1,1
"5039",5989,0,4,5,5,3,1,2,1,4,"White",9,0,"Does not watch Fox","2. female",44,10,50,1,"2. no","2. no",3,4,4,3,5
"5040",5990,0,3,3,2,2,2,3,4,4,"White",13,0,"Does not watch Fox","2. female",55,9,70,0,"2. no","1. yes",5,2,3,1,4
"5041",5991,1,4,4,2,2,2,2,2,6,"White",13,1,NA,"2. female",33,22,0,0.5,"1. yes","1. yes",6,5,5,5,5
"5042",5992,0,2,4,5,3,2,2,NA,4,"White",9,0,"Does not watch Fox","2. female",50,21,85,0.25,"2. no","2. no",2,4,3,2,3
"5043",5993,0,1,4,7,3,1,3,7,3,"White",13,0,"Does not watch Fox","1. male",39,9,70,0.75,"1. yes","1. yes",2,1,4,2,4
"5044",5994,0,2,2,4,3,1,2,3,5,"White",14,0,"Does not watch Fox","1. male",30,18,40,0.5,NA,"2. no",6,2,2,2,3
"5045",5995,1,6,2,7,3,2,2,3,5,"White",11,1,"Watches Fox","1. male",47,16,30,1,"2. no","2. no",5,2,4,4,5
"5046",5996,0,4,NA,4,2,2,2,3,4,"Non-white",8,0,"Does not watch Fox","1. male",52,19,85,0.75,"2. no","2. no",2,4,4,4,3
"5047",5997,0,3,4,2,3,2,2,2,2,"Non-white",13,0,"Does not watch Fox","1. male",40,13,85,1,"2. no","1. yes",1,4,2,2,4
"5048",5998,0,NA,NA,NA,2,2,3,NA,4,"White",11,0,"Does not watch Fox","1. male",36,17,0,1,"1. yes","1. yes",7,3,3,3,3
"5049",5999,0,3,3,4,3,2,2,2,4,"White",13,0,"Does not watch Fox","1. male",34,15,50,0.5,"2. no","1. yes",4,2,4,2,5
"5050",6000,0,4,4,4,2,NA,3,4,4,"Non-white",11,0,"Does not watch Fox","2. female",47,1,70,NA,NA,"1. yes",2,NA,NA,NA,NA
"5051",6001,0,3,7,1,3,1,3,1,4,"Non-white",9,0,"Does not watch Fox","1. male",39,14,0,1,"1. yes","1. yes",7,5,4,2,4
"5052",6002,1,4,1,7,3,2,1,1,5,"Non-white",9,1,"Does not watch Fox","2. female",25,1,85,0.75,"1. yes","1. yes",6,2,3,3,4
"5053",6003,1,6,6,6,3,2,3,2,7,"White",13,1,"Does not watch Fox","2. female",38,12,6,0.5,"2. no","1. yes",2,4,4,4,4
"5054",6004,0,6,1,2,3,2,2,1,5,"White",14,0,"Does not watch Fox","1. male",54,12,15,1,"2. no","2. no",7,5,5,2,4
"5055",6005,1,7,1,1,3,NA,2,1,7,"White",13,1,"Watches Fox","2. female",60,25,0,NA,"1. yes","1. yes",5,NA,NA,NA,NA
"5056",6006,0,4,4,4,1,2,2,6,4,"Non-white",14,0,"Does not watch Fox","1. male",66,17,85,1,"1. yes","1. yes",3,4,4,3,5
"5057",6007,0,1,1,5,3,2,3,3,4,"Non-white",16,0,"Watches Fox","2. female",71,10,15,1,"1. yes","1. yes",7,1,5,1,5
"5058",6008,0,3,5,6,2,1,2,4,4,"White",10,0,"Watches Fox","1. male",60,4,80,0.5,NA,"2. no",3,2,2,2,3
"5059",6009,0,3,3,6,3,2,3,2,3,"White",13,0,"Does not watch Fox","1. male",30,7,80,0.75,"2. no","2. no",2,4,2,4,2
"5060",6010,0,4,6,7,1,1,2,6,5,"White",9,0,"Does not watch Fox","1. male",59,4,95,0.75,"1. yes","1. yes",3,2,2,2,2
"5061",6011,0,2,5,1,3,2,2,1,4,"White",10,0,"Does not watch Fox","1. male",19,22,30,0.25,NA,"2. no",6,2,3,2,4
"5062",6012,0,2,5,5,1,NA,3,4,4,"Non-white",10,0,"Watches Fox","1. male",63,26,70,NA,"1. yes","1. yes",1,NA,NA,NA,NA
"5063",6013,0,2,5,2,1,1,3,4,3,"White",15,0,"Does not watch Fox","1. male",51,23,90,0,"2. no","1. yes",1,1,1,1,1
"5064",6014,1,6,2,2,3,1,2,4,6,"White",13,1,"Watches Fox","1. male",86,21,15,1,"1. yes","1. yes",7,5,5,NA,5
"5065",6015,0,4,3,4,3,2,2,NA,4,"White",10,0,"Does not watch Fox","1. male",58,24,70,0.5,NA,"2. no",3,2,2,2,3
"5066",6016,1,6,3,1,3,1,2,1,6,"White",12,1,"Does not watch Fox","1. male",43,1,15,0.5,"1. yes","1. yes",5,5,5,3,5
"5067",6017,1,5,3,3,3,2,2,1,6,"White",13,1,"Does not watch Fox","1. male",28,21,30,0.75,"1. yes","2. no",7,2,4,3,3
"5068",6018,1,2,2,2,3,1,1,4,5,"White",13,1,NA,"2. female",52,3,15,0.75,NA,"2. no",5,3,4,2,5
"5069",6019,0,4,4,4,3,NA,3,4,5,"White",10,0,"Does not watch Fox","2. female",65,9,70,NA,NA,"2. no",6,NA,NA,NA,NA
"5070",6020,0,6,2,1,3,1,2,1,4,"White",10,0,"Watches Fox","2. female",64,7,15,0.5,"1. yes","1. yes",4,5,5,2,5
"5071",6021,1,7,7,1,3,2,2,1,1,"White",9,1,"Does not watch Fox","2. female",19,1,100,0.75,"2. no","1. yes",1,5,1,5,1
"5072",6022,0,4,5,5,3,NA,3,3,4,"White",10,0,"Does not watch Fox","2. female",31,7,60,NA,"2. no","1. yes",4,NA,NA,NA,NA
"5073",6023,0,4,1,3,3,1,2,2,5,"White",13,0,NA,"1. male",61,1,0,0.5,"2. no","1. yes",5,3,4,3,4
"5074",6024,0,5,4,7,1,2,3,7,NA,"Non-white",7,0,"Watches Fox","2. female",19,13,100,0.5,"2. no","2. no",2,2,3,2,3
"5075",6025,0,4,4,4,2,2,3,NA,4,"Non-white",9,0,"Does not watch Fox","2. female",20,7,100,0.75,"2. no","1. yes",1,2,4,3,4
"5076",6026,0,NA,NA,NA,2,2,3,3,6,"Non-white",6,0,"Watches Fox","2. female",73,8,85,0.75,"1. yes","1. yes",1,3,4,3,4
"5077",6027,1,7,4,4,3,1,2,7,1,"Non-white",10,1,NA,"2. female",24,1,100,0,"1. yes","1. yes",1,3,4,3,4
"5078",6028,0,2,5,5,2,1,3,4,2,"White",10,0,"Does not watch Fox","2. female",20,NA,87,0.25,NA,"2. no",1,2,2,1,3
"5079",6029,0,3,6,7,2,NA,2,2,3,"White",10,0,"Does not watch Fox","2. female",22,14,40,NA,"2. no","1. yes",2,NA,NA,NA,NA
"5080",6030,0,2,5,5,1,1,3,4,2,"White",13,0,"Does not watch Fox","2. female",63,16,70,0,NA,"2. no",2,2,1,1,2
"5081",6031,0,5,7,3,2,2,2,4,6,"Non-white",10,0,"Does not watch Fox","2. female",41,1,98,1,"1. yes","1. yes",1,3,3,3,3
"5082",6032,0,4,4,4,1,2,3,4,2,"White",13,0,"Does not watch Fox","2. female",51,26,70,0,"1. yes","1. yes",3,2,3,2,3
"5083",6033,1,4,2,1,3,1,2,1,6,"White",9,1,"Does not watch Fox","2. female",34,20,0,0.25,NA,"2. no",6,4,4,2,5
"5084",6034,0,1,5,5,3,1,3,4,3,"White",13,0,"Does not watch Fox","1. male",59,11,95,1,"1. yes","1. yes",1,3,4,4,2
"5085",6035,0,4,6,4,1,1,2,3,2,"Non-white",14,0,"Watches Fox","1. male",44,24,95,0.75,"1. yes","2. no",1,4,4,2,4
"5086",6036,0,2,5,5,1,1,3,5,2,"Non-white",13,0,"Does not watch Fox","1. male",34,19,100,0.5,"2. no","1. yes",4,1,2,2,3
"5087",6037,0,7,6,7,1,2,3,4,4,"Non-white",8,0,NA,"2. female",38,1,100,0.5,NA,"1. yes",2,3,3,3,3
"5088",6038,1,5,2,1,2,2,3,2,6,"White",14,1,"Does not watch Fox","2. female",57,24,0,0.25,"1. yes","1. yes",5,5,5,4,4
"5089",6039,1,6,1,1,3,2,2,1,6,"White",9,1,"Watches Fox","1. male",27,17,15,1,"2. no","1. yes",6,4,5,3,5
"5090",6040,1,4,1,1,3,1,1,1,5,"White",10,1,"Does not watch Fox","1. male",45,22,0,0.25,NA,"2. no",5,3,2,2,4
"5091",6041,0,5,3,3,3,1,3,1,5,"White",10,0,"Does not watch Fox","2. female",65,14,40,0.75,"2. no","1. yes",2,4,2,3,5
"5092",6042,0,4,4,4,1,2,2,4,3,"White",13,0,"Does not watch Fox","2. female",52,18,95,0.75,"2. no","2. no",1,3,2,1,3
"5093",6043,0,5,3,4,1,3,2,1,4,"White",NA,0,"Does not watch Fox","2. female",57,NA,70,0.5,"2. no",NA,1,1,3,1,2
"5094",6044,0,3,4,4,1,1,3,3,5,"White",13,0,NA,"2. female",30,26,80,0.25,"1. yes","1. yes",6,5,4,4,5
"5095",6045,0,1,4,4,1,1,2,4,3,"White",13,0,"Does not watch Fox","1. male",39,22,70,0.25,"2. no","1. yes",3,2,2,2,2
"5096",6046,0,6,3,1,3,2,2,3,6,"White",9,0,"Does not watch Fox","2. female",56,10,30,0.75,"1. yes","1. yes",7,4,5,4,5
"5097",6047,0,NA,1,4,3,1,3,4,4,"White",9,0,"Does not watch Fox","1. male",33,10,40,0.75,"1. yes","1. yes",5,2,4,3,5
"5098",6048,0,5,3,2,3,2,3,3,6,"White",13,0,"Watches Fox","2. female",69,25,30,0.5,NA,"1. yes",5,5,4,3,5
"5099",6049,0,6,3,5,3,1,3,2,3,"White",14,0,"Does not watch Fox","2. female",27,16,40,0.5,"2. no","1. yes",5,4,2,2,4
"5100",6050,0,4,4,4,3,2,3,4,5,"Non-white",13,0,"Does not watch Fox","2. female",32,1,50,0.75,"2. no","1. yes",5,3,3,3,4
"5101",6051,1,6,5,6,3,2,2,1,6,"White",11,1,"Does not watch Fox","2. female",28,11,15,0.5,NA,"2. no",6,4,4,2,4
"5102",6052,0,4,3,3,3,1,2,2,5,"Non-white",13,0,"Watches Fox","2. female",69,18,30,0.75,"2. no","1. yes",5,4,4,2,4
"5103",6053,0,4,4,4,3,NA,3,4,6,"Non-white",14,0,"Watches Fox","2. female",70,21,50,NA,NA,"2. no",6,NA,NA,NA,NA
"5104",6054,0,5,3,3,3,1,2,2,3,"Non-white",13,0,"Watches Fox","1. male",48,21,60,0.5,"1. yes","1. yes",3,5,4,1,3
"5105",6055,0,2,5,6,1,2,3,6,4,"White",14,0,"Does not watch Fox","1. male",83,10,85,0,"1. yes","1. yes",2,4,4,2,5
"5106",6056,0,3,4,4,2,2,3,4,3,"White",14,0,"Does not watch Fox","2. female",73,23,85,0,NA,"2. no",1,4,3,4,2
"5107",6057,0,3,6,5,1,2,3,6,2,"Non-white",13,0,"Does not watch Fox","2. female",64,27,100,0.5,"1. yes","1. yes",1,4,5,4,4
"5108",6058,0,3,7,4,3,2,2,NA,4,"White",9,0,"Does not watch Fox","1. male",71,15,100,1,"2. no","1. yes",1,2,4,2,4
"5109",6059,0,3,2,5,3,2,3,7,6,"White",11,0,"Watches Fox","1. male",70,11,30,0.5,"1. yes","1. yes",7,2,4,4,5
"5110",6060,0,3,4,5,3,2,3,5,3,"Non-white",9,0,"Does not watch Fox","2. female",54,5,100,1,"1. yes","2. no",1,4,4,3,5
"5111",6061,0,3,5,6,2,2,3,4,3,"White",10,0,"Does not watch Fox","1. male",76,12,90,1,NA,"2. no",1,4,2,4,4
"5112",6062,0,4,7,7,1,1,3,NA,7,"Non-white",10,0,"Does not watch Fox","2. female",41,13,100,1,"2. no","2. no",1,1,5,1,5
"5113",6063,0,3,4,6,1,1,3,7,4,"Non-white",14,0,"Does not watch Fox","1. male",37,21,95,0.5,"2. no","2. no",1,3,4,1,4
"5114",6064,0,2,NA,6,1,2,3,4,4,"Non-white",9,0,"Watches Fox","2. female",58,19,100,0.75,"2. no","1. yes",1,2,3,2,3
"5115",6065,0,4,2,2,3,2,3,2,6,"White",14,0,"Does not watch Fox","2. female",58,12,15,0.75,"1. yes","1. yes",7,5,5,5,5
"5116",6066,0,4,1,3,3,NA,3,1,6,"White",10,0,"Does not watch Fox","1. male",69,12,0,NA,"2. no","1. yes",4,NA,NA,NA,NA
"5117",6067,0,7,4,1,3,3,3,1,2,"White",10,0,"Does not watch Fox","2. female",24,23,100,1,NA,"2. no",1,1,1,1,5
"5118",6068,0,NA,6,6,3,2,3,NA,4,"Non-white",9,0,"Does not watch Fox","2. female",26,6,85,1,"2. no","2. no",2,1,3,1,4
"5119",6069,0,2,5,5,3,3,3,6,5,"Non-white",12,0,"Does not watch Fox","1. male",46,1,85,0.75,"1. yes","1. yes",1,5,3,5,4
"5120",6070,0,5,5,3,3,2,2,4,4,"Non-white",10,0,"Does not watch Fox","2. female",45,1,85,1,"2. no","1. yes",2,3,3,2,3
"5121",6071,0,6,3,NA,3,2,2,7,4,"Non-white",9,0,"Does not watch Fox","1. male",68,13,85,1,"1. yes","1. yes",2,2,4,4,4
"5122",6072,0,5,6,2,3,1,3,1,6,"White",12,0,"Watches Fox","1. male",31,1,0,0.75,NA,"2. no",6,2,4,2,4
"5123",6073,0,5,4,4,3,2,2,2,4,"White",9,0,"Does not watch Fox","2. female",75,13,40,0,"2. no","2. no",6,4,4,3,3
"5124",6074,0,4,4,4,2,2,3,4,6,"White",10,0,"Does not watch Fox","2. female",66,11,30,0.75,"1. yes","1. yes",7,5,5,2,4
"5125",6075,0,6,2,2,3,NA,2,NA,7,"White",16,0,NA,"1. male",56,19,0,NA,"1. yes","1. yes",4,NA,NA,NA,NA
"5126",6076,0,NA,3,5,1,2,1,4,3,"Non-white",9,0,NA,"1. male",24,10,50,0.75,"1. yes","1. yes",6,3,3,3,3
"5127",6077,0,4,4,4,2,1,2,4,4,"Non-white",10,0,NA,"2. female",32,9,40,1,NA,"2. no",4,3,3,3,3
"5128",6078,0,2,3,4,1,1,3,1,3,"White",13,0,"Does not watch Fox","1. male",34,15,85,0.25,"2. no","2. no",2,4,2,2,1
"5129",6079,0,NA,4,7,2,NA,2,NA,4,"White",10,0,"Watches Fox","2. female",63,13,70,NA,"2. no","2. no",3,NA,NA,NA,NA
"5130",6080,0,NA,NA,NA,2,NA,3,NA,4,"Non-white",9,0,"Does not watch Fox","2. female",37,3,100,NA,"1. yes","1. yes",1,NA,NA,NA,NA
"5131",6081,0,3,2,2,3,2,3,2,5,"White",13,0,"Does not watch Fox","1. male",56,25,20,0.5,"2. no","2. no",6,5,4,2,5
"5132",6082,0,2,3,5,1,1,1,4,4,"White",13,0,NA,"1. male",27,1,65,0.25,NA,"2. no",4,3,3,2,4
"5133",6083,0,5,5,3,3,NA,2,1,2,"White",12,0,"Watches Fox","2. female",28,21,40,NA,"2. no","2. no",6,NA,NA,NA,NA
"5134",6084,0,2,5,6,1,1,3,4,3,"White",14,0,"Does not watch Fox","1. male",29,15,70,0.5,"2. no","2. no",2,4,2,2,2
"5135",6085,0,4,6,4,1,1,2,4,2,"White",14,0,"Does not watch Fox","1. male",71,19,100,0,"2. no","2. no",1,3,2,2,3
"5136",6086,1,3,2,3,2,2,3,1,5,"White",14,1,"Watches Fox","2. female",43,15,15,0.5,"2. no","1. yes",5,3,3,2,4
"5137",6087,0,3,2,1,3,2,3,1,4,"Non-white",9,0,"Watches Fox","2. female",51,13,100,1,"1. yes","1. yes",1,2,3,2,4
"5138",6088,0,5,4,7,1,2,3,NA,4,"Non-white",8,0,"Does not watch Fox","2. female",37,3,100,1,"1. yes","1. yes",2,3,4,3,3
"5139",6089,0,4,5,6,2,2,3,5,6,"White",11,0,"Does not watch Fox","1. male",64,12,100,1,"2. no","2. no",1,2,3,2,4
"5140",6090,0,5,6,5,2,2,3,4,2,"White",14,0,"Does not watch Fox","2. female",65,26,100,0,NA,"1. yes",1,2,4,1,5
